2019-08-15,36,60,63,68
2019-08-16,43,60,63,70
2019-08-19,46,58,63,70
2019-08-20,45,58,63,69
2019-08-21,47,60,65,70
2019-08-22,46,61,66,70
2019-08-23,39,51,62,68
2019-08-26,33,47,61,67
2019-08-27,31,46,61,66
2019-08-28,32,48,62,67
2019-08-29,49,57,66,71
2019-08-30,61,63,70,74
2019-09-02,58,62,69,71
2019-09-03,52,58,68,71
2019-09-04,60,63,68,72
2019-09-05,64,60,70,73
2019-09-06,57,64,68,73
2019-09-09,53,61,69,73
2019-09-10,57,57,68,74
2019-09-11,68,66,71,74
2019-09-12,66,63,72,74
2019-09-13,58,61,70,74
2019-09-16,56,57,70,73
2019-09-17,62,60,71,74
2019-09-18,63,62,73,75
2019-09-19,63,58,73,75
2019-09-20,64,60,73,74
2019-09-23,60,59,73,73
2019-09-24,51,55,69,73
2019-09-25,46,52,69,71
2019-09-26,51,59,69,71
2019-09-27,49,55,69,72
2019-09-30,55,57,70,73
2019-10-01,51,54,70,73
2019-10-02,36,47,67,69
2019-10-03,38,51,66,69
2019-10-04,46,51,69,70
2019-10-07,36,46,64,67
2019-10-08,35,43,62,66
2019-10-09,40,48,62,69
2019-10-10,39,49,64,67
2019-10-11,51,52,64,69
2019-10-14,55,54,66,67
2019-10-15,51,51,63,68
2019-10-16,52,53,64,67
2019-10-17,57,53,66,69
2019-10-18,56,54,67,68
2019-10-21,62,58,69,68
2019-10-22,70,62,71,70
2019-10-23,66,62,72,69
2019-10-24,60,61,68,70
2019-10-25,59,60,67,69
2019-10-28,61,61,68,69
2019-10-29,58,63,68,69
2019-10-30,63,63,70,70
2019-10-31,58,61,69,69
2019-11-01,70,67,74,70
2019-11-04,70,67,74,73
2019-11-05,64,66,74,72
2019-11-06,67,70,74,72
2019-11-07,70,70,76,74
2019-11-08,61,66,70,72
2019-11-11,59,67,71,72
2019-11-12,48,62,66,72
2019-11-13,49,60,66,72
2019-11-14,59,66,68,70
2019-11-18,53,65,65,71
2019-11-19,54,65,67,70
2019-11-21,60,67,71,74
2019-11-22,67,73,71,74
2019-11-25,68,73,72,74
2019-11-26,60,67,67,73
2019-11-27,58,65,68,73
2019-11-28,65,70,71,74
2019-11-29,64,70,71,75
2019-12-02,64,74,71,75
2019-12-03,64,74,73,76
2019-12-04,71,75,72,77
2019-12-05,72,75,73,76
2019-12-06,78,80,77,77
2019-12-09,78,78,77,78
2019-12-10,79,79,77,79
2019-12-11,85,78,79,79
2019-12-12,84,79,78,81
2019-12-13,83,81,79,82
2019-12-16,86,83,80,84
2019-12-17,86,83,79,83
2019-12-18,86,85,82,85
2019-12-19,86,86,84,84
2019-12-20,85,85,83,82
2019-12-23,86,88,84,84
2019-12-26,88,87,85,86
2019-12-27,87,88,85,86
2019-12-30,88,89,85,87
2020-01-02,90,90,86,87
2020-01-03,89,89,85,87
2020-01-06,87,90,88,87
